uf_mun_x,total,AFR,ASI,EST,FRC,GER,GRE,IBR,ITA,JEW,MUS,NOR,RUS
MA_COELHO NETO,44366,0.1984,0.3043,0.018,1.3975,0.2322,0.0158,97.6784,0.1059,0.0,0.0293,0.0113,0.009
MA_COLINAS,32441,0.4963,0.2774,0.0154,0.9433,0.2374,0.0092,97.8237,0.1048,0.0154,0.0647,0.0031,0.0092
MA_CONCEICAO DO LAGO-ACU,11012,0.1907,0.3996,0.0454,1.3894,0.2906,0.0636,97.3302,0.1362,0.0,0.1362,0.0182,0.0
MA_COROATA,61060,0.1539,0.5208,0.0098,1.1923,0.6125,0.018,97.3239,0.1032,0.0,0.054,0.0049,0.0066
MA_CURURUPU,27522,0.2652,0.5087,0.0509,1.4825,0.7412,0.0254,96.4755,0.3016,0.0,0.1126,0.0145,0.0218
MA_DAVINOPOLIS,10275,0.1557,0.2725,0.0292,1.2847,0.2141,0.0097,97.8589,0.0876,0.0,0.0681,0.0097,0.0097
MA_DOM PEDRO,22047,0.2359,0.4944,0.0181,1.1113,0.1633,0.0227,97.714,0.1179,0.0091,0.0907,0.0227,0.0
MA_DUQUE BACELAR,8829,0.1359,0.2718,0.034,1.563,0.2945,0.034,97.4969,0.1586,0.0,0.0113,0.0,0.0
MA_ESPERANTINOPOLIS,18291,0.2351,0.421,0.0219,0.8583,0.3116,0.0055,98.0428,0.0765,0.0,0.0273,0.0,0.0
MA_ESTREITO,29701,0.1852,0.2963,0.0303,0.7677,0.1919,0.0067,98.4075,0.0471,0.0,0.0505,0.0135,0.0034
MA_FEIRA NOVA DO MARANHAO,5250,0.5333,0.1143,0.0,0.4762,0.0381,0.0,98.5143,0.0571,0.0,0.2667,0.0,0.0
MA_FERNANDO FALCAO,3609,0.1663,1.1915,0.0554,0.5265,0.471,0.1385,97.0075,0.2217,0.0,0.1663,0.0554,0.0
MA_FORMOSA DA SERRA NEGRA,10500,1.0857,0.2,0.0095,0.9429,0.0476,0.0,97.6667,0.019,0.0,0.019,0.0,0.0095
MA_FORTALEZA DOS NOGUEIRAS,12749,0.5334,0.1647,0.0,0.4863,0.0549,0.0157,98.6195,0.1098,0.0,0.0078,0.0,0.0078
MA_FORTUNA,14395,0.2501,0.2848,0.0695,1.0142,0.2015,0.0278,97.9715,0.0834,0.0,0.0695,0.0139,0.0139
MA_GODOFREDO VIANA,7948,0.2642,0.2642,0.0,0.6291,0.1761,0.0126,98.5531,0.0629,0.0,0.0126,0.0252,0.0
MA_GONCALVES DIAS,14887,0.2284,0.4501,0.0067,1.5114,0.1545,0.0403,97.3467,0.1142,0.0067,0.1142,0.0067,0.0202
MA_GOVERNADOR ARCHER,9187,0.2395,0.7075,0.0109,0.7184,0.2286,0.0327,97.8339,0.1415,0.0,0.0762,0.0,0.0109
MA_GOVERNADOR EDISON LOBAO,10497,0.2286,0.2953,0.0,0.8574,0.1334,0.0,98.4186,0.0286,0.0,0.0286,0.0,0.0095
MA_GOVERNADOR EUGENIO BARROS,12816,0.1873,0.3745,0.0234,1.1158,0.2419,0.0468,97.8542,0.0858,0.0078,0.0468,0.0078,0.0078
MA_GOVERNADOR LUIZ ROCHA,6291,0.159,0.3179,0.0318,0.8902,0.1113,0.0159,98.3945,0.0477,0.0,0.0159,0.0,0.0159
MA_GOVERNADOR NEWTON BELLO,7387,0.2166,0.5009,0.0,0.907,0.2301,0.0,98.0642,0.0406,0.0135,0.0,0.0135,0.0135
MA_GOVERNADOR NUNES FREIRE,18223,0.3896,0.5597,0.011,1.2073,0.461,0.0494,97.152,0.1317,0.011,0.0274,0.0,0.0
MA_GRACA ARANHA,6185,0.1617,0.7599,0.0,0.6467,0.1617,0.0808,97.9143,0.1617,0.0,0.0808,0.0323,0.0
MA_GRAJAU,63274,0.433,0.6116,0.0142,0.9008,0.1707,0.0111,97.7242,0.0664,0.0032,0.0522,0.0063,0.0063
MA_GUIMARAES,10659,1.548,0.7036,0.0094,1.2009,0.7599,0.0469,95.2716,0.3096,0.0,0.122,0.0,0.0281
MA_HUMBERTO DE CAMPOS,17517,0.2797,0.5309,0.0114,0.5709,0.1256,0.0,98.2931,0.0628,0.0,0.1028,0.0057,0.0171
MA_ICATU,16389,0.7261,0.3234,0.0,1.2569,0.4271,0.0244,97.0468,0.1403,0.0,0.0366,0.0,0.0183
MA_IGARAPE DO MEIO,10226,0.264,0.4792,0.0293,0.9094,0.4107,0.0098,97.4966,0.2347,0.0196,0.1076,0.0391,0.0
MA_IGARAPE GRANDE,11104,0.2972,0.6214,0.009,0.7835,0.3152,0.018,97.7846,0.1081,0.009,0.045,0.009,0.0
MA_IMPERATRIZ,303971,0.302,0.4514,0.0211,1.0994,0.2833,0.0164,97.6139,0.0878,0.0049,0.101,0.0122,0.0066
MA_ITAIPAVA DO GRAJAU,8112,0.3205,0.3821,0.0,0.752,0.3082,0.0123,98.0646,0.074,0.0,0.074,0.0123,0.0
MA_ITAPECURU MIRIM,50074,0.3095,0.4633,0.022,1.6236,0.3854,0.016,96.7029,0.3455,0.006,0.0979,0.012,0.016
MA_ITINGA DO MARANHAO,18433,0.2224,0.3418,0.0109,1.0362,0.2875,0.0326,97.9276,0.0868,0.0,0.0488,0.0,0.0054
MA_JATOBA,5092,0.2357,0.2553,0.0196,0.6874,0.4321,0.0196,97.7416,0.0786,0.0196,0.5106,0.0,0.0
MA_JENIPAPO DOS VIEIRAS,8634,0.278,0.7065,0.0,1.1119,0.1274,0.0,97.0813,0.5444,0.0116,0.1274,0.0,0.0116
MA_JOAO LISBOA,28441,0.1512,0.3551,0.007,0.981,0.2004,0.0387,97.9818,0.1231,0.0,0.1406,0.0141,0.007
MA_JOSELANDIA,13576,0.1768,0.3757,0.0,1.0902,0.1768,0.0221,98.0259,0.0884,0.0,0.0295,0.0074,0.0074
MA_JUNCO DO MARANHAO,3955,0.0506,0.531,0.0,1.3148,0.3034,0.0253,97.4968,0.0506,0.0,0.177,0.0,0.0506
MA_LAGO DA PEDRA,43185,0.1852,0.3636,0.0208,0.8383,0.2524,0.0093,98.1822,0.0834,0.0023,0.0579,0.0023,0.0023
MA_LAGO DO JUNCO,9611,0.1353,0.3434,0.0,0.9885,0.2185,0.0416,98.1063,0.104,0.0,0.0416,0.0104,0.0104
MA_LAGO DOS RODRIGUES,7846,0.1147,0.7392,0.0127,0.9559,0.2931,0.0,97.7186,0.102,0.0127,0.0382,0.0127,0.0
MA_LAGO VERDE,13324,0.1276,0.3227,0.0525,1.0207,0.1651,0.0225,98.1612,0.0525,0.0,0.06,0.0075,0.0075
MA_LAGOA DO MATO,6542,0.1834,0.2751,0.0,1.1159,0.2293,0.0,98.0893,0.0459,0.0,0.0611,0.0,0.0
MA_LAGOA GRANDE DO MARANHAO,7575,0.1056,0.4752,0.0132,0.6733,0.2112,0.0132,98.4554,0.0132,0.0,0.0396,0.0,0.0
MA_LAJEADO NOVO,5060,0.1976,0.2767,0.0395,0.6917,0.0395,0.0,98.6957,0.0395,0.0,0.0198,0.0,0.0
MA_LIMA CAMPOS,12838,0.296,0.5686,0.0156,1.2541,0.3505,0.0078,97.3516,0.1091,0.0,0.0389,0.0,0.0078
MA_LORETO,10169,0.295,0.295,0.0098,0.6589,0.1672,0.1868,98.2791,0.059,0.0,0.0393,0.0098,0.0
MA_LUIS DOMINGUES,5952,0.084,0.1344,0.0168,0.7392,0.2184,0.0336,98.6559,0.084,0.0,0.0168,0.0168,0.0
MA_MAGALHAES DE ALMEIDA,11908,0.1008,0.5794,0.0336,1.3184,0.2435,0.0,97.4387,0.0924,0.0,0.1847,0.0,0.0084
MA_MARACACUME,13737,0.2693,0.4368,0.0291,1.1647,0.3785,0.0291,97.5177,0.1383,0.0,0.0291,0.0073,0.0
MA_MARAJA DO SENA,4924,0.5077,0.7514,0.0406,0.4874,0.1625,0.0,97.9082,0.1015,0.0,0.0406,0.0,0.0
MA_MARANHAOZINHO,6134,0.2771,0.8151,0.0652,0.7499,0.3913,0.0326,95.256,0.0652,0.0,2.3313,0.0,0.0163
MA_MATA ROMA,13664,0.1683,0.2708,0.022,1.976,0.161,0.0146,97.2848,0.0585,0.0073,0.022,0.0073,0.0073
MA_MATINHA,18319,0.5077,0.333,0.0491,2.6912,0.3112,0.0218,95.8022,0.1856,0.0,0.0764,0.0,0.0218
MA_MATOES,22691,0.3085,0.5156,0.022,0.9695,0.2865,0.0176,97.6995,0.141,0.0044,0.0264,0.0044,0.0044
MA_MATOES DO NORTE,4732,0.2113,0.7185,0.0211,0.951,0.4649,0.0,96.9992,0.5495,0.0,0.0845,0.0,0.0
MA_MILAGRES DO MARANHAO,2986,0.1005,0.7368,0.067,1.0047,0.1005,0.0,97.8232,0.0335,0.0,0.134,0.0,0.0
MA_MIRADOR,19925,1.3952,0.276,0.01,0.803,0.1154,0.0151,97.2146,0.0954,0.005,0.0552,0.005,0.01
MA_MIRANDA DO NORTE,14870,0.3161,0.538,0.0202,1.3248,0.3161,0.0269,96.5434,0.7128,0.0134,0.1748,0.0067,0.0067
MA_MIRINZAL,12547,0.279,0.4862,0.0717,1.2114,0.5181,0.0956,97.0112,0.2471,0.008,0.0319,0.0239,0.0159
MA_MONCAO,23402,0.3419,0.4487,0.0342,1.8631,0.6922,0.0299,96.1499,0.1795,0.0043,0.235,0.0043,0.0171
MA_MONTES ALTOS,9553,0.1256,0.3664,0.0314,0.7014,0.2198,0.0314,98.4089,0.0733,0.0,0.0419,0.0,0.0
MA_MORROS,13490,0.0815,0.2817,0.0297,0.8673,0.1631,0.0074,98.3617,0.0741,0.0,0.126,0.0,0.0074
MA_NINA RODRIGUES,8236,0.255,0.4614,0.0364,1.8941,0.3764,0.0,96.7339,0.1821,0.0,0.0486,0.0121,0.0
MA_NOVA COLINAS,4020,0.2488,0.1493,0.0,0.796,0.199,0.0,98.607,0.0,0.0,0.0,0.0,0.0
MA_NOVA IORQUE,3511,1.2817,0.3133,0.0,1.1962,0.1424,0.057,96.924,0.057,0.0,0.0285,0.0,0.0
MA_NOVA OLINDA DO MARANHAO,12006,0.3165,0.3748,0.025,0.8996,0.3831,0.0333,97.5429,0.1666,0.0,0.2582,0.0,0.0
MA_OLHO D'AGUA DAS CUNHAS,17948,0.1504,0.3454,0.0056,0.8803,0.156,0.0891,98.2115,0.1003,0.0056,0.0446,0.0,0.0111
MA_OLINDA NOVA DO MARANHAO,7952,0.2515,0.4904,0.0377,1.7983,0.3144,0.0,96.9819,0.0755,0.0,0.0377,0.0,0.0126
MA_PACO DO LUMIAR,77046,0.405,0.4179,0.026,1.2694,0.4465,0.0182,97.1783,0.1168,0.0143,0.0857,0.0117,0.0104
MA_PALMEIRANDIA,16682,0.7493,0.4556,0.0719,1.6425,0.4616,0.042,96.1216,0.3836,0.024,0.036,0.0,0.012
MA_PARAIBANO,16899,1.1066,0.142,0.0,1.1776,0.2604,0.0355,97.1004,0.1124,0.0,0.0473,0.0059,0.0118
MA_PARNARAMA,23349,0.1328,0.3897,0.0171,0.8566,0.1071,0.0086,98.2398,0.0899,0.0,0.1499,0.0043,0.0043
MA_PASSAGEM FRANCA,16685,0.3296,0.3956,0.018,1.0369,0.3296,0.012,97.6686,0.1319,0.0,0.0539,0.012,0.012
MA_PASTOS BONS,14542,0.3851,0.3301,0.0138,0.894,0.1238,0.0206,98.1089,0.0894,0.0,0.0206,0.0069,0.0069
MA_PAULINO NEVES,10643,0.0564,0.1128,0.0,0.2255,0.0846,0.0,99.4456,0.0564,0.0,0.0188,0.0,0.0
MA_PAULO RAMOS,18021,0.0943,0.4606,0.0166,0.8768,0.1443,0.0166,98.1799,0.1165,0.0055,0.0555,0.0277,0.0055
MA_PEDREIRAS,49663,0.2034,0.3705,0.0181,1.2222,0.3564,0.0221,97.5777,0.1289,0.004,0.0785,0.0141,0.004
MA_PEDRO DO ROSARIO,14444,0.3877,0.4846,0.0208,2.347,0.7546,0.0554,95.6453,0.2492,0.0069,0.0346,0.0,0.0138
MA_PENALVA,25307,0.3003,0.4544,0.0435,2.3195,1.5253,0.0356,94.9065,0.2134,0.0,0.1818,0.004,0.0158
MA_PERI MIRIM,10206,0.4213,0.5585,0.0588,3.7527,0.5683,0.0392,94.2289,0.2352,0.0196,0.0784,0.0196,0.0196
MA_PERITORO,14611,0.1095,0.8145,0.0068,1.0745,0.4449,0.0137,97.2966,0.1369,0.0,0.0411,0.0548,0.0068
MA_PINDARE-MIRIM,28773,0.3093,0.3962,0.066,1.6578,0.6047,0.0278,96.6705,0.1807,0.0174,0.0626,0.0035,0.0035
MA_PINHEIRO,95051,0.97,0.586,0.0547,1.5244,0.4966,0.0568,95.9306,0.2935,0.0074,0.0526,0.0084,0.0189
MA_PIO XII,26321,0.1254,0.5129,0.0038,0.9612,0.3229,0.0152,97.8154,0.1444,0.0038,0.0798,0.0076,0.0076
MA_PIRAPEMAS,12407,0.1451,0.4272,0.0081,1.1123,0.1934,0.0484,97.9125,0.0887,0.0,0.0484,0.0161,0.0
MA_POCAO DE PEDRAS,17713,0.1863,0.525,0.0339,0.9202,0.2766,0.0056,97.9055,0.079,0.0,0.0677,0.0,0.0
MA_PORTO FRANCO,23407,0.3247,0.2435,0.0385,0.8972,0.1623,0.0256,98.2057,0.0897,0.0,0.0,0.0128,0.0
MA_PORTO RICO DO MARANHAO,4872,0.3079,0.4516,0.0821,2.9146,0.6568,0.0411,95.2791,0.2053,0.0205,0.0,0.0205,0.0205
MA_PRESIDENTE DUTRA,44715,0.3556,0.3176,0.0224,1.1898,0.2192,0.0179,97.6943,0.1006,0.0022,0.0649,0.0112,0.0045
MA_PRESIDENTE JUSCELINO,8608,0.0697,0.2788,0.0116,1.0804,0.1278,0.0232,98.1993,0.151,0.0116,0.0465,0.0,0.0
MA_PRESIDENTE MEDICI,4757,0.2733,0.8619,0.021,0.6517,0.2523,0.0,97.7297,0.1261,0.0,0.0841,0.0,0.0
MA_PRESIDENTE SARNEY,12121,1.1138,0.3548,0.0495,1.4768,0.6518,0.0495,95.9987,0.1733,0.0248,0.0908,0.0083,0.0083
MA_PRESIDENTE VARGAS,8664,0.0693,0.4271,0.0115,2.2276,0.3001,0.0115,96.699,0.1154,0.0,0.0693,0.0,0.0693
MA_PRIMEIRA CRUZ,8807,0.159,0.738,0.0,0.3861,0.1022,0.0,98.5466,0.0341,0.0,0.0227,0.0114,0.0
MA_RAPOSA,20568,0.1993,0.3987,0.0243,0.9772,0.3112,0.0438,97.9337,0.0486,0.0146,0.0292,0.0097,0.0097
MA_RIACHAO,5843,0.2738,0.2738,0.0,0.6161,0.1027,0.0,98.5966,0.0171,0.0,0.1198,0.0,0.0
MA_RIBAMAR FIQUENE,5224,0.2871,0.3063,0.0,1.0145,0.1914,0.0383,97.99,0.0957,0.0,0.0766,0.0,0.0
MA_ROSARIO,36655,0.2455,0.6848,0.0437,1.3968,0.3165,0.0327,96.9145,0.2919,0.0,0.0546,0.0027,0.0164
MA_SAMBAIBA,4893,0.1431,0.6131,0.0,0.1635,0.0409,0.0,98.9781,0.0409,0.0,0.0204,0.0,0.0
MA_SANTA FILOMENA DO MARANHAO,4533,0.5074,0.2206,0.0441,0.5295,0.1765,0.0441,98.2793,0.1324,0.0,0.0441,0.0,0.0221
MA_SANTA HELENA,30506,0.8851,0.6163,0.0656,1.5308,0.5507,0.059,95.85,0.3016,0.0098,0.0885,0.0131,0.0295
MA_SANTA INES,73283,0.2484,0.4721,0.0259,1.1913,0.4148,0.0136,97.4019,0.1446,0.0068,0.0669,0.0096,0.0041
MA_SANTA LUZIA,68518,0.1708,0.5006,0.0117,1.0245,0.181,0.0365,97.8998,0.089,0.0044,0.0642,0.0102,0.0073
MA_SANTA LUZIA DO PARUA,21194,0.3114,0.4105,0.0283,1.0144,0.2925,0.0661,97.4899,0.1274,0.0047,0.2359,0.0,0.0189
MA_SANTA QUITERIA DO MARANHAO,21647,0.0832,0.3557,0.037,0.5636,0.2264,0.0416,98.5633,0.0785,0.0092,0.037,0.0,0.0046
MA_SANTA RITA,26436,0.3518,0.6922,0.0416,1.8951,0.3858,0.0567,96.1454,0.2459,0.0113,0.14,0.0265,0.0076
MA_SANTANA DO MARANHAO,6535,0.0612,0.2754,0.0306,0.5203,0.1224,0.0,98.8217,0.0765,0.0,0.0765,0.0153,0.0
MA_SANTO AMARO DO MARANHAO,5240,0.0382,0.2099,0.0,0.2672,0.0763,0.0191,99.3321,0.0382,0.0,0.0191,0.0,0.0
MA_SANTO ANTONIO DOS LOPES,15358,0.1498,0.573,0.013,0.892,0.2605,0.013,97.9359,0.1042,0.013,0.0391,0.0,0.0065
MA_SAO BENEDITO DO RIO PRETO,14211,0.1267,0.2533,0.007,0.5981,0.19,0.0,98.6982,0.1196,0.0,0.0,0.0,0.007
MA_SAO BENTO,38397,0.6693,0.4948,0.0651,2.3986,0.5287,0.0781,95.2835,0.3933,0.013,0.0521,0.013,0.0104
MA_SAO BERNARDO,22453,0.0935,0.3474,0.0223,0.6502,0.1915,0.1203,98.3566,0.1113,0.0089,0.0757,0.0089,0.0134
MA_SAO DOMINGOS DO AZEITAO,5375,0.2419,0.4837,0.0,0.6512,0.1302,0.0744,98.3628,0.0186,0.0,0.0186,0.0,0.0186
MA_SAO DOMINGOS DO MARANHAO,30586,0.2812,0.4479,0.0196,1.2064,0.1635,0.0163,97.5969,0.121,0.0,0.1308,0.0,0.0163
MA_SAO FELIX DE BALSAS,3449,0.058,0.174,0.029,0.7248,0.058,0.058,98.7823,0.058,0.0,0.058,0.0,0.0
MA_SAO FRANCISCO DO BREJAO,5808,0.155,0.6198,0.0517,1.0675,0.2755,0.0,97.7617,0.0517,0.0,0.0172,0.0,0.0
MA_SAO FRANCISCO DO MARANHAO,9394,0.0958,0.2129,0.0213,0.7877,0.181,0.0213,98.531,0.0852,0.0,0.0532,0.0106,0.0
MA_SAO JOAO BATISTA,16711,0.2633,0.4368,0.0299,1.4242,0.3112,0.012,97.1935,0.1676,0.018,0.1316,0.012,0.0
MA_SAO JOAO DO CARU,8017,0.0873,0.5987,0.0374,1.1725,0.2869,0.0125,97.5926,0.0998,0.0,0.0748,0.0249,0.0125
MA_SAO JOAO DO PARAISO,7195,0.3753,0.2363,0.0,0.8895,0.0695,0.0,98.2905,0.1112,0.0139,0.0139,0.0,0.0
MA_SAO JOAO DO SOTER,8148,0.4418,0.405,0.0123,0.7609,0.3559,0.0736,97.8031,0.1227,0.0,0.0245,0.0,0.0
MA_SAO JOAO DOS PATOS,26798,1.5374,0.2724,0.0149,0.9665,0.2649,0.0,96.7796,0.1157,0.0037,0.0373,0.0037,0.0037
MA_SAO JOSE DE RIBAMAR,116411,0.3754,0.4716,0.0292,1.2971,0.5128,0.0241,97.1034,0.1134,0.006,0.0515,0.0077,0.0077
MA_SAO JOSE DOS BASILIOS,6287,0.1113,0.2863,0.0,0.843,0.1272,0.0318,98.5208,0.0477,0.0159,0.0159,0.0,0.0
MA_SAO LUIS,1171778,0.44,0.5632,0.0331,1.5682,0.5183,0.0274,96.5599,0.1518,0.009,0.1088,0.0088,0.0114
MA_SAO LUIS GONZAGA DO MARANHAO,19505,0.2307,0.5947,0.0513,1.3689,0.3076,0.0103,97.2007,0.123,0.0051,0.0872,0.0103,0.0103
MA_SAO MATEUS DO MARANHAO,36463,0.2139,0.4745,0.0219,1.1464,0.3538,0.0302,97.4412,0.1755,0.0027,0.1207,0.0137,0.0055
MA_SAO PEDRO DA AGUA BRANCA,10214,0.2643,0.2643,0.0196,0.9497,0.1958,0.0098,98.0811,0.1371,0.0,0.0685,0.0098,0.0
MA_SAO PEDRO DOS CRENTES,3385,0.2068,0.1182,0.0,0.2068,0.0295,0.0295,99.3501,0.0295,0.0,0.0295,0.0,0.0
MA_SAO RAIMUNDO DAS MANGABEIRAS,17363,0.3744,0.4147,0.0115,0.5817,0.144,0.0518,98.2664,0.0864,0.0,0.0518,0.0058,0.0115
MA_SAO RAIMUNDO DO DOCA BEZERRA,4156,0.2406,0.2887,0.0,1.1309,0.1684,0.0,97.8345,0.1684,0.0,0.1684,0.0,0.0
MA_SAO ROBERTO,3699,0.1352,0.2433,0.0,1.4058,0.1622,0.0,97.8373,0.2163,0.0,0.0,0.0,0.0
MA_SAO VICENTE FERRER,16280,0.4607,0.8477,0.0737,1.8673,0.2887,0.0491,96.0627,0.2764,0.0184,0.043,0.0061,0.0061
MA_SATUBINHA,5811,0.1549,0.3786,0.086,1.2046,0.2237,0.0344,97.7629,0.1205,0.0172,0.0172,0.0,0.0
MA_SENADOR ALEXANDRE COSTA,7019,0.171,0.4274,0.0855,0.6981,0.3419,0.0712,97.9484,0.1282,0.0,0.0855,0.0427,0.0
MA_SENADOR LA ROCQUE,15559,0.2828,0.3149,0.0064,0.9384,0.2442,0.0643,97.9562,0.0707,0.0064,0.1093,0.0064,0.0
MA_SERRANO DO MARANHAO,6147,0.3742,0.4718,0.0651,2.1474,0.9598,0.0813,95.754,0.0976,0.0,0.0325,0.0,0.0163
MA_SITIO NOVO,13132,0.2056,0.2208,0.0,1.1118,0.0609,0.0076,98.3095,0.0381,0.0,0.0152,0.0305,0.0
MA_SUCUPIRA DO NORTE,9493,0.7058,0.2423,0.0316,1.4537,0.1053,0.0211,97.3665,0.0632,0.0,0.0105,0.0,0.0
MA_SUCUPIRA DO RIACHAO,2675,1.0093,0.1495,0.0,0.3738,0.1869,0.0,98.1308,0.1121,0.0,0.0,0.0,0.0374
MA_TASSO FRAGOSO,7326,0.0273,0.4232,0.0,1.5561,0.041,0.0,97.7204,0.0273,0.0,0.1911,0.0,0.0137
MA_TIMBIRAS,21904,0.1461,0.7898,0.0,1.0226,0.2054,0.0183,97.6443,0.1324,0.0,0.032,0.0,0.0091
MA_TIMON,141349,0.312,0.4188,0.012,0.8582,0.2773,0.0198,97.9328,0.0913,0.0028,0.0587,0.005,0.0113
MA_TRIZIDELA DO VALE,15674,0.185,0.504,0.0,0.9761,0.3445,0.0,97.7479,0.1276,0.0064,0.0957,0.0,0.0128
MA_TUFILANDIA,4837,0.1447,0.6202,0.0,1.075,0.4342,0.0413,97.4364,0.1654,0.0207,0.062,0.0,0.0
MA_TUNTUM,30885,0.3594,0.2623,0.0097,0.9811,0.1684,0.0227,97.9926,0.1489,0.0,0.0486,0.0,0.0065
MA_TURIACU,29930,0.3508,0.5647,0.0535,1.3598,0.5246,0.0635,96.699,0.2105,0.01,0.1069,0.0234,0.0334
MA_TURILANDIA,12253,0.6284,0.7672,0.049,1.314,0.6121,0.0408,96.1968,0.2693,0.0082,0.0735,0.0082,0.0326
MA_TUTOIA,41524,0.0747,0.3998,0.0096,0.7755,0.1132,0.0241,98.4804,0.0747,0.0024,0.0361,0.0,0.0096
MA_URBANO SANTOS,21801,0.0688,0.3945,0.0413,0.4725,0.0642,0.0046,98.9083,0.0275,0.0046,0.0138,0.0,0.0
MA_VARGEM GRANDE,32221,0.1893,0.5462,0.0279,1.828,0.4562,0.0186,96.6109,0.1521,0.0031,0.1552,0.0093,0.0031
MA_VIANA,44441,0.4883,0.4523,0.0338,2.6035,0.8821,0.018,95.2364,0.1305,0.0068,0.135,0.0,0.0135
MA_VILA NOVA DOS MARTIRIOS,8727,0.2063,0.3667,0.0115,1.1459,0.0802,0.0,98.0864,0.0458,0.0,0.0458,0.0115,0.0
MA_VITORIA DO MEARIM,29027,0.3962,0.5512,0.0551,1.6054,0.4582,0.0207,96.4722,0.1964,0.0103,0.2274,0.0034,0.0034
MA_VITORINO FREIRE,29447,0.1528,0.523,0.0136,1.1105,0.2547,0.017,97.7757,0.1019,0.0,0.0441,0.0034,0.0034
MA_ZE DOCA,43223,0.1758,0.4789,0.0139,1.0041,0.3401,0.0231,97.7512,0.1134,0.0023,0.074,0.0185,0.0046
MG_ABADIA DOS DOURADOS,8057,0.5585,0.422,0.0372,3.5869,0.5089,0.0745,94.2162,0.1738,0.0,0.1738,0.0124,0.2358
MG_ABAETE,27274,0.2493,0.8066,0.0477,2.1742,0.572,0.022,95.5635,0.33,0.0037,0.1797,0.0147,0.0367
MG_ABRE CAMPO,15788,0.4497,0.6334,0.0317,1.4505,0.6461,0.0127,96.4657,0.1583,0.019,0.095,0.0063,0.0317
MG_ACAIACA,4720,0.911,1.928,0.0212,3.4322,0.8475,0.0424,91.8008,0.5297,0.0424,0.4449,0.0,0.0
MG_ACUCENA,13840,0.2384,0.5997,0.0145,2.9986,0.4841,0.0723,95.1445,0.2746,0.0,0.1445,0.0217,0.0072
MG_AGUA BOA,16571,0.0603,0.181,0.006,2.8061,0.1267,0.0121,96.693,0.0905,0.0,0.0241,0.0,0.0
MG_AGUA COMPRIDA,2127,0.2821,0.6112,0.0,2.3977,0.7052,0.047,95.4866,0.2351,0.0,0.141,0.0,0.094
MG_AGUANIL,3886,0.386,1.4668,0.1029,2.5219,1.0551,0.0,93.9269,0.0772,0.0772,0.3345,0.0,0.0515
MG_AGUAS FORMOSAS,20495,0.1317,0.5026,0.0195,3.718,0.3562,0.039,94.9988,0.0927,0.0049,0.122,0.0,0.0146
MG_AGUAS VERMELHAS,12706,0.0472,0.4722,0.0079,5.0134,0.2755,0.0315,93.8769,0.1574,0.0079,0.0944,0.0,0.0157
MG_AIMORES,32402,0.3426,0.9351,0.071,2.5647,1.6511,0.1111,93.738,0.3179,0.0185,0.1944,0.0154,0.0401
MG_AIURUOCA,7629,0.3146,0.97,0.2228,2.7789,0.7996,0.0655,94.2194,0.2753,0.0393,0.2884,0.0262,0.0
MG_ALAGOA,3315,0.4525,0.6033,0.2112,1.448,0.4827,0.0603,95.9879,0.4827,0.0,0.181,0.0302,0.0603
MG_ALBERTINA,3177,0.3148,1.1646,0.063,3.3365,1.1017,0.0315,93.2641,0.3148,0.0944,0.2203,0.0,0.0944
MG_ALEM PARAIBA,43095,0.3457,0.7611,0.0951,2.4365,0.8609,0.0232,95.0458,0.1648,0.0348,0.2135,0.007,0.0116
MG_ALFENAS,77711,0.4028,0.9754,0.121,3.1115,1.1092,0.0296,93.656,0.2844,0.0206,0.1982,0.0489,0.0425
MG_ALFREDO VASCONCELOS,5692,0.3514,0.896,0.0703,2.7056,0.9136,0.0176,94.2902,0.3338,0.0176,0.3514,0.0,0.0527
MG_ALMENARA,45733,0.1268,0.4592,0.0219,2.5255,0.3105,0.0219,96.2981,0.1224,0.0022,0.1006,0.0,0.0109
MG_ALPERCATA,8859,0.2483,0.7111,0.0339,2.5172,0.7563,0.0226,95.1236,0.3048,0.0113,0.2258,0.0226,0.0226
MG_ALPINOPOLIS,21882,0.3976,0.3656,0.0503,3.1853,0.9506,0.0457,94.6486,0.2376,0.0183,0.0868,0.0137,0.0
MG_ALTEROSA,15024,0.2796,0.832,0.0666,3.1616,0.5857,0.0266,94.5354,0.3328,0.02,0.1398,0.0067,0.0133
MG_ALTO CAPARAO,4558,0.4607,0.7459,0.0219,2.7863,1.6235,0.0219,93.7911,0.4168,0.0219,0.0878,0.0,0.0219
MG_ALTO JEQUITIBA,9448,1.0267,0.8785,0.0318,2.6143,2.9424,0.0318,92.1041,0.1588,0.0529,0.1482,0.0106,0.0
MG_ALTO RIO DOCE,13263,0.2865,1.0103,0.098,3.0159,0.4298,0.0528,94.4281,0.4448,0.0,0.2036,0.0075,0.0226
MG_ALVARENGA,6452,0.2945,0.8369,0.031,2.4024,0.651,0.124,94.7923,0.3875,0.0775,0.403,0.0,0.0
MG_ALVINOPOLIS,17708,0.7793,0.5647,0.1694,2.0556,0.6212,0.1129,94.8893,0.3784,0.0113,0.3897,0.0169,0.0113
MG_ALVORADA DE MINAS,3804,0.4995,0.4206,0.1052,2.8917,0.6572,0.0263,95.1104,0.2103,0.0,0.0789,0.0,0.0
MG_AMPARO DO SERRA,3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
