uf_mun_x,total,AFR,ASI,EST,FRC,GER,GRE,IBR,ITA,JEW,MUS,NOR,RUS
AP_FERREIRA GOMES,6006,0.0333,0.383,0.0,0.3996,0.2165,0.0,98.8844,0.0333,0.0,0.0333,0.0167,0.0
AP_ITAUBAL,2822,0.2481,0.1417,0.0,0.7442,0.1772,0.0,98.6534,0.0,0.0,0.0,0.0,0.0354
AP_LARANJAL DO JARI,44649,0.2038,0.4591,0.009,1.1534,0.2374,0.0358,97.7715,0.0403,0.0067,0.0627,0.009,0.0112
AP_MACAPA,487507,0.2554,0.793,0.0187,1.3183,0.3998,0.0248,96.9496,0.073,0.0289,0.1145,0.0119,0.0121
AP_MAZAGAO,18284,0.2516,0.2735,0.0055,1.2689,0.175,0.0219,97.8834,0.0711,0.0055,0.0273,0.0164,0.0
AP_OIAPOQUE,28484,0.5652,0.9549,0.0632,3.3352,1.2182,0.0386,92.7363,0.8917,0.0316,0.1088,0.0176,0.0386
AP_PEDRA BRANCA DO AMAPARI,6661,0.1501,0.8407,0.015,1.2611,0.1501,0.015,97.4478,0.045,0.0,0.045,0.015,0.015
AP_PORTO GRANDE,13047,0.2989,0.8048,0.0383,1.0041,0.2299,0.0153,97.4324,0.0766,0.0153,0.046,0.0077,0.0307
AP_PRACUUBA,2279,0.0,0.7459,0.0,0.7459,0.7459,0.0439,97.6305,0.0,0.0,0.0878,0.0,0.0
AP_SANTANA,90540,0.2982,0.5611,0.0077,1.3629,0.2121,0.011,97.336,0.0486,0.0486,0.063,0.0099,0.0409
AP_SERRA DO NAVIO,3307,0.0605,0.2419,0.0,0.8769,0.1814,0.0,98.609,0.0,0.0,0.0,0.0,0.0302
AP_TARTARUGALZINHO,9143,0.1531,0.4594,0.0219,0.7875,0.5687,0.0,97.8453,0.0984,0.0109,0.0328,0.0109,0.0109
AP_VITORIA DO JARI,13212,0.1287,0.7493,0.0076,1.3397,0.0757,0.0227,97.3282,0.0378,0.0,0.0606,0.0076,0.2422
BA_ABAIRA,8543,0.1522,0.5853,0.0234,0.6555,0.4916,0.0234,97.776,0.1405,0.0234,0.1053,0.0117,0.0117
BA_ABARE,13362,0.7259,0.5538,0.015,1.4743,0.3817,0.0524,96.1308,0.4939,0.0,0.1497,0.015,0.0075
BA_ACAJUTIBA,18496,0.0595,0.7731,0.0108,0.5731,0.3244,0.0,98.032,0.1244,0.0324,0.0487,0.0,0.0216
BA_ADUSTINA,12033,0.1579,0.3574,0.0166,1.1302,0.2826,0.0249,97.7894,0.133,0.0332,0.0748,0.0,0.0
BA_AGUA FRIA,15194,0.0856,0.5594,0.0066,0.7306,0.158,0.0132,98.2559,0.1382,0.0066,0.0395,0.0,0.0066
BA_AIQUARA,4726,0.3597,0.9099,0.0635,1.6504,0.3809,0.0423,96.3817,0.1904,0.0,0.0212,0.0,0.0
BA_ALAGOINHAS,139004,0.1691,0.8597,0.0475,1.028,0.4237,0.0281,97.1526,0.1518,0.0101,0.1137,0.005,0.0108
BA_ALCOBACA,24490,0.2001,0.6084,0.0204,2.4826,0.4696,0.0449,95.7003,0.2858,0.0,0.1715,0.0,0.0163
BA_ALMADINA,7406,0.216,0.6481,0.0,1.1882,0.1755,0.0135,97.259,0.243,0.0,0.216,0.0135,0.027
BA_AMARGOSA,38600,0.1425,0.9171,0.0233,0.7513,0.1865,0.0207,97.7254,0.1684,0.0052,0.0596,0.0,0.0
BA_AMELIA RODRIGUES,25078,0.2113,0.8813,0.0439,1.0408,0.4506,0.008,97.0372,0.1794,0.008,0.1077,0.008,0.0239
BA_AMERICA DOURADA,10899,0.2661,0.3211,0.0092,1.0918,0.1193,0.0184,97.8989,0.1101,0.0,0.1468,0.0,0.0184
BA_ANAGE,18408,0.2934,0.2336,0.0109,0.8149,0.1358,0.0054,98.3268,0.1032,0.0,0.0761,0.0,0.0
BA_ANDARAI,13633,0.3007,0.7482,0.0,1.0416,0.2787,0.022,97.0879,0.2347,0.0073,0.2714,0.0073,0.0
BA_ANDORINHA,15833,0.139,0.2526,0.0,1.8569,0.2463,0.0063,97.1389,0.1516,0.0,0.1705,0.0253,0.0126
BA_ANGICAL,13830,0.1518,1.0484,0.0,1.9017,0.2025,0.0362,96.4497,0.1085,0.0,0.0723,0.0217,0.0072
BA_ANGUERA,10446,0.0957,0.4021,0.1723,2.9868,0.1723,0.0096,95.874,0.2202,0.0,0.067,0.0,0.0
BA_ANTAS,13368,0.1945,0.6059,0.0,1.1071,0.4414,0.0374,97.2546,0.2095,0.0,0.1496,0.0,0.0
BA_ANTONIO CARDOSO,12247,0.0408,0.3838,0.0,2.0985,0.0817,0.0163,97.1585,0.2041,0.0,0.0163,0.0,0.0
BA_ANTONIO GONCALVES,10328,0.0678,0.3679,0.0387,1.5492,0.2905,0.029,97.3567,0.1743,0.0097,0.1065,0.0097,0.0
BA_APORA,14401,0.0694,0.4027,0.0069,1.8471,0.1389,0.0347,97.2919,0.1528,0.0,0.0556,0.0,0.0
BA_APUAREMA,6060,0.1155,0.8416,0.0165,1.3201,0.198,0.0165,96.9142,0.3795,0.0165,0.165,0.0,0.0165
BA_ARACAS,10016,0.1697,0.6589,0.03,1.0783,0.4393,0.0,97.2544,0.1198,0.0,0.2296,0.0,0.02
BA_ARACATU,13689,0.0657,0.5552,0.0,0.8474,0.1315,0.0073,98.2687,0.0584,0.0073,0.0511,0.0,0.0073
BA_ARACI,45430,0.0902,2.3487,0.0132,1.3185,0.2025,0.0308,95.6152,0.1255,0.0066,0.2289,0.0066,0.0132
BA_ARAMARI,9757,0.1537,0.7584,0.0205,0.8917,0.2152,0.0102,97.6632,0.1742,0.0205,0.0615,0.0,0.0307
BA_ARATACA,8690,0.1956,0.6444,0.0115,0.7135,0.2647,0.046,97.9517,0.0806,0.0,0.0806,0.0,0.0115
BA_ARATUIPE,8449,0.1657,1.2309,0.0592,1.0297,0.4143,0.0237,96.6387,0.3196,0.0,0.0829,0.0118,0.0237
BA_AURELINO LEAL,13481,0.2819,0.4599,0.0223,1.0459,0.319,0.0148,97.5744,0.1929,0.0223,0.0593,0.0074,0.0
BA_BAIANOPOLIS,12888,0.1164,0.8923,0.0078,1.0242,0.3957,0.0698,97.0438,0.3026,0.0,0.1319,0.0078,0.0078
BA_BAIXA GRANDE,20923,0.0239,1.5103,0.0335,1.8974,0.0908,0.0191,96.272,0.086,0.0048,0.0574,0.0,0.0048
BA_BANZAE,10279,0.0778,0.4864,0.0,1.0118,0.2529,0.2238,97.5776,0.1362,0.0,0.1848,0.0,0.0486
BA_BARRA,39669,0.1588,0.5974,0.0076,0.8016,0.1437,0.0151,98.132,0.1034,0.005,0.0303,0.0,0.005
BA_BARRA DA ESTIVA,21655,0.0739,0.1755,0.0139,0.7389,0.1616,0.0739,98.4853,0.194,0.0046,0.0739,0.0,0.0046
BA_BARRA DO CHOCA,28391,0.2113,0.3029,0.0035,1.1764,0.1374,0.0,97.9818,0.074,0.007,0.0845,0.0176,0.0035
BA_BARRA DO MENDES,14995,0.2801,0.2601,0.0,0.9737,0.1267,0.0133,97.3591,0.2201,0.0267,0.7069,0.0267,0.0067
BA_BARRA DO ROCHA,5411,0.2033,0.462,0.0,1.5524,0.1109,0.0185,97.3572,0.1478,0.0,0.1294,0.0,0.0185
BA_BARREIRAS,137356,0.2483,0.6989,0.0124,1.5762,0.5664,0.0459,96.587,0.123,0.0044,0.1012,0.0211,0.0153
BA_BARRO ALTO,11011,0.1816,0.6811,0.0091,0.6721,0.0817,0.0272,97.9657,0.1907,0.0,0.1726,0.0091,0.0091
BA_BARRO PRETO,7127,0.0982,0.5893,0.014,1.6697,0.1684,0.0,97.278,0.1263,0.0,0.014,0.0,0.0421
BA_BARROCAS,10364,0.0579,0.2026,0.0386,1.3122,0.2316,0.0,97.9834,0.0675,0.0193,0.0772,0.0096,0.0
BA_BELMONTE,20112,0.2138,0.9149,0.0298,1.2729,0.5817,0.0199,96.5444,0.1293,0.0099,0.2735,0.005,0.005
BA_BELO CAMPO,17533,0.2567,0.3479,0.0,1.2719,0.057,0.0114,97.73,0.0228,0.0114,0.2909,0.0,0.0
BA_BIRITINGA,14923,0.0603,0.3753,0.0067,0.5093,0.2211,0.0134,98.5995,0.1608,0.0,0.0201,0.0067,0.0268
BA_BOA NOVA,15579,0.5199,0.3659,0.0963,1.3801,0.1155,0.0193,97.272,0.1412,0.0,0.0834,0.0064,0.0
BA_BOA VISTA DO TUPIM,17917,0.0391,0.3628,0.1116,0.7646,0.1451,0.0,98.3758,0.0837,0.0,0.106,0.0,0.0112
BA_BOM JESUS DA LAPA,65287,0.288,0.4963,0.0276,0.8792,0.1991,0.0505,97.6933,0.1562,0.0,0.2022,0.0031,0.0046
BA_BOM JESUS DA SERRA,7647,0.0915,0.2223,0.0262,0.7192,0.1046,0.0,98.64,0.0654,0.0,0.1046,0.0,0.0262
BA_BONINAL,11824,0.795,0.998,0.1438,2.1735,0.2199,0.0085,95.2047,0.203,0.0085,0.2453,0.0,0.0
BA_BONITO,11572,0.5444,0.4926,0.0173,0.8728,0.121,0.0086,97.4335,0.2938,0.0086,0.1815,0.0086,0.0173
BA_BOQUIRA,20879,0.8046,0.7088,0.0623,0.6035,0.3688,0.0192,97.0161,0.2299,0.0,0.1676,0.0,0.0192
BA_BOTUPORA,12572,0.0716,0.5329,0.008,0.525,0.2148,0.008,98.3137,0.167,0.0,0.1511,0.0,0.008
BA_BREJOES,14491,0.1863,1.6286,0.0069,0.8902,0.1725,0.0207,96.8739,0.1725,0.0069,0.0345,0.0,0.0069
BA_BREJOLANDIA,9504,0.0737,0.4314,0.021,0.8628,0.221,0.021,98.2218,0.0947,0.0,0.0421,0.0105,0.0
BA_BROTAS DE MACAUBAS,11703,0.282,0.2991,0.0171,0.4443,0.2393,0.0171,98.3252,0.3332,0.0,0.0427,0.0,0.0
BA_BRUMADO,74358,0.0861,0.3994,0.0161,1.0987,0.2165,0.0323,97.9276,0.1036,0.004,0.1022,0.004,0.0094
BA_BUERAREMA,23645,0.1353,0.609,0.0677,0.9727,0.3637,0.0211,97.5301,0.1607,0.0085,0.0804,0.0423,0.0085
BA_BURITIRAMA,14882,0.0202,0.1814,0.0,0.5376,0.0538,0.0,99.1802,0.0202,0.0,0.0067,0.0,0.0
BA_CAATIBA,6840,0.0146,0.3509,0.0,0.9211,0.2193,0.0292,98.114,0.1754,0.0,0.1754,0.0,0.0
BA_CABACEIRAS DO PARAGUACU,12880,0.0932,1.5217,0.0,1.2811,0.2096,0.1009,96.4829,0.2252,0.0155,0.0466,0.0078,0.0155
BA_CACHOEIRA,34723,0.167,0.7056,0.0144,1.103,0.2736,0.0432,97.3015,0.2477,0.0,0.1152,0.0058,0.023
BA_CACULE,22513,0.0577,0.3731,0.0133,1.186,0.1954,0.0044,97.9834,0.08,0.0,0.0888,0.0044,0.0133
BA_CAEM,10490,0.3337,0.6006,0.0095,1.4776,0.2574,0.0667,96.7016,0.2765,0.0286,0.2383,0.0,0.0095
BA_CAETANOS,7924,0.2145,0.3912,0.0,0.5174,0.1641,0.0252,98.4982,0.1262,0.0126,0.0505,0.0,0.0
BA_CAETITE,56658,0.1165,0.5013,0.0159,0.7095,0.2047,0.0194,98.0268,0.2065,0.0,0.1906,0.0035,0.0053
BA_CAFARNAUM,16426,0.2131,0.6027,0.0,1.4307,0.1583,0.0183,97.2483,0.2496,0.0,0.0487,0.0,0.0304
BA_CAIRU,10727,0.2331,0.7551,0.0373,2.6382,1.2399,0.0466,94.4905,0.3822,0.0,0.0839,0.0653,0.028
BA_CALDEIRAO GRANDE,10746,0.1303,0.3629,0.0,1.0981,0.2326,0.1024,97.7294,0.242,0.0093,0.0838,0.0,0.0093
BA_CAMACAN,32559,0.1966,0.5006,0.0031,1.2531,0.3686,0.0369,97.4262,0.1351,0.0031,0.0522,0.0184,0.0061
BA_CAMACARI,169698,0.1974,0.6936,0.0407,1.2086,0.3164,0.0312,97.2575,0.1255,0.0136,0.0931,0.01,0.0124
BA_CAMAMU,34754,0.1928,0.8546,0.0432,1.4301,0.328,0.1698,96.6968,0.1755,0.0029,0.0806,0.0115,0.0144
BA_CAMPO ALEGRE DE LOURDES,25483,0.5494,0.3767,0.0314,0.7024,0.1884,0.051,97.932,0.1256,0.0118,0.0196,0.0039,0.0078
BA_CAMPO FORMOSO,72281,0.184,0.8093,0.0429,1.3143,0.3943,0.047,96.7599,0.2476,0.0069,0.1729,0.0125,0.0083
BA_CANAPOLIS,10166,0.0885,0.6492,0.0197,0.6689,0.0885,0.0098,98.2884,0.0393,0.0,0.1476,0.0,0.0
BA_CANARANA,20667,0.2371,0.4548,0.0339,1.4468,0.1161,0.0581,97.3097,0.1403,0.0,0.179,0.0048,0.0194
BA_CANAVIEIRAS,36831,0.4941,0.5593,0.038,1.5015,0.7331,0.0353,96.3428,0.1629,0.0136,0.1005,0.0109,0.0081
BA_CANDEAL,9805,0.102,0.5813,0.102,1.1627,0.1428,0.0408,97.6951,0.102,0.0,0.0714,0.0,0.0
BA_CANDEIAS,79874,0.3293,0.9315,0.0576,1.3909,0.3255,0.0238,96.5746,0.184,0.0075,0.149,0.0063,0.02
BA_CANDIBA,14756,0.1017,0.2846,0.0068,0.6438,0.122,0.0068,98.5023,0.1288,0.0,0.1898,0.0136,0.0
BA_CANDIDO SALES,23156,0.0605,0.4189,0.0173,1.3344,0.1598,0.0,97.6248,0.1339,0.0043,0.2418,0.0,0.0043
BA_CANSANCAO,34008,0.2676,0.444,0.0323,0.7439,0.6234,0.0323,97.4565,0.1823,0.0,0.1882,0.0176,0.0118
BA_CANUDOS,13834,0.2169,0.2891,0.0,1.4602,0.2169,0.1229,97.2821,0.2819,0.0,0.1229,0.0,0.0072
BA_CAPELA DO ALTO ALEGRE,9056,0.0442,0.4969,0.0552,0.9386,0.1436,0.0221,98.0124,0.2319,0.0,0.011,0.011,0.0331
BA_CAPIM GROSSO,26234,0.1525,0.7547,0.0038,1.3685,0.1639,0.0114,97.1754,0.2173,0.0038,0.1296,0.0114,0.0076
BA_CARAIBAS,6731,0.3863,0.624,0.0,0.4606,0.1189,0.0149,97.5338,0.1634,0.0,0.6834,0.0149,0.0
BA_CARAVELAS,22696,0.1983,0.6785,0.0397,2.3308,0.5243,0.0352,95.5234,0.1322,0.0088,0.3657,0.1542,0.0088
BA_CARDEAL DA SILVA,8706,0.023,0.4135,0.023,0.7466,0.1608,0.0,98.4723,0.1149,0.0115,0.0345,0.0,0.0
BA_CARINHANHA,25738,0.1593,0.439,0.0,1.795,0.1127,0.0078,97.0938,0.1865,0.0,0.1943,0.0,0.0117
BA_CASA NOVA,61638,0.2855,0.3001,0.013,0.7641,0.2466,0.0373,98.0434,0.1931,0.0049,0.0909,0.0016,0.0195
BA_CASTRO ALVES,32748,0.1283,0.9588,0.0672,1.3711,0.2229,0.0366,96.7326,0.3817,0.0031,0.0886,0.0061,0.0031
BA_CATOLANDIA,2970,0.101,0.303,0.0337,1.0774,0.1347,0.0337,98.1481,0.0673,0.0,0.101,0.0,0.0
BA_CATU,56817,0.3027,0.8765,0.0282,1.5348,0.352,0.0176,96.5662,0.1901,0.0035,0.1091,0.0053,0.0141
BA_CATURAMA,7842,0.051,0.5993,0.0638,0.5101,0.3826,0.0128,98.1382,0.1658,0.0,0.051,0.0128,0.0128
BA_CENTRAL,16498,0.1333,0.297,0.0,1.5941,0.3819,0.0242,97.4421,0.103,0.0,0.0242,0.0,0.0
BA_CHORROCHO,9329,0.2894,0.5038,0.0,1.9187,0.2573,0.0107,96.5806,0.3216,0.0,0.1179,0.0,0.0
BA_CICERO DANTAS,30154,0.2089,0.4212,0.0166,2.2485,0.3582,0.0199,96.3023,0.2753,0.0033,0.1327,0.0033,0.0099
BA_CIPO,15501,0.2903,0.6322,0.0323,1.6063,0.3742,0.0581,96.1551,0.2903,0.0129,0.5225,0.0,0.0258
BA_COARACI,25223,0.1269,0.5788,0.0238,0.9713,0.2855,0.0317,97.7084,0.1705,0.0,0.0872,0.0079,0.0079
BA_COCOS,16367,0.0305,0.4582,0.0,2.9266,0.1833,0.0244,95.8942,0.2811,0.0,0.1894,0.0,0.0122
BA_CONCEICAO DA FEIRA,22794,0.2325,0.5703,0.0263,1.8426,0.3203,0.0175,96.7404,0.2062,0.0,0.0351,0.0,0.0088
BA_CONCEICAO DO ALMEIDA,17674,0.1358,1.29,0.0057,1.1938,0.1641,0.0283,96.7014,0.3791,0.0,0.0679,0.0057,0.0283
BA_CONCEICAO DO COITE,62029,0.0806,0.5272,0.0161,1.3316,0.187,0.0145,97.6011,0.1241,0.0048,0.1048,0.0016,0.0064
BA_CONCEICAO DO JACUIPE,30832,0.1589,0.7914,0.0454,1.0314,0.3049,0.0389,97.3307,0.2206,0.0065,0.0616,0.0065,0.0032
BA_CONDE,19563,0.2658,0.6032,0.0511,1.5693,0.4601,0.0204,96.6825,0.1891,0.0153,0.1227,0.0051,0.0153
BA_CONDEUBA,19943,0.1354,0.5415,0.01,1.4692,0.2156,0.0251,97.1569,0.2407,0.0,0.1956,0.005,0.005
BA_CONTENDAS DO SINCORA,5663,0.053,0.3532,0.0177,0.7593,0.053,0.0177,98.1635,0.2296,0.0,0.3002,0.0177,0.0353
BA_CORACAO DE MARIA,28110,0.1316,0.772,0.0213,1.1633,0.2704,0.0356,97.1932,0.2348,0.0071,0.1316,0.0213,0.0178
BA_CORDEIROS,8209,0.0731,0.8771,0.1827,1.2913,0.2924,0.0122,96.5647,0.2436,0.0,0.4507,0.0,0.0122
BA_CORIBE,15839,0.1452,0.4041,0.0126,0.8334,0.1515,0.0189,98.1501,0.0947,0.0,0.1831,0.0,0.0063
BA_CORONEL JOAO SA,14334,0.3907,0.5721,0.0,0.8093,0.5093,0.0,97.349,0.2232,0.0,0.1116,0.007,0.0279
BA_CORRENTINA,36191,0.0442,0.7018,0.0166,0.6604,0.1492,0.0525,98.1487,0.0829,0.0,0.1326,0.0055,0.0055
BA_COTEGIPE,11804,0.2457,0.9319,0.0,2.8973,0.0847,0.0254,95.6964,0.0762,0.0,0.0424,0.0,0.0
BA_CRAVOLANDIA,5110,0.274,0.5871,0.0,1.3307,0.3718,0.0978,96.6145,0.5088,0.0196,0.1957,0.0,0.0
BA_CRISOPOLIS,16539,0.1995,0.919,0.0,0.9493,0.1088,0.1028,97.4061,0.1935,0.0544,0.0484,0.0121,0.006
BA_CRISTOPOLIS,12564,0.39,0.8118,0.0,2.3002,0.1353,0.0239,96.1,0.1671,0.0,0.0398,0.0159,0.0159
BA_CRUZ DAS ALMAS,66817,0.241,0.6675,0.0374,1.4592,0.2499,0.0254,96.9334,0.2649,0.006,0.1018,0.0045,0.009
BA_CURACA,25935,0.3085,0.4473,0.0193,2.9921,0.2969,0.0655,95.5273,0.1465,0.0,0.1889,0.0039,0.0039
BA_DARIO MEIRA,11366,0.1056,0.6951,0.0176,0.9766,0.3167,0.0616,97.5981,0.1672,0.0,0.0528,0.0,0.0088
BA_DIAS D'AVILA,56683,0.2629,0.7286,0.0212,1.2579,0.3917,0.0265,97.0503,0.1217,0.0035,0.1041,0.0141,0.0176
BA_DOM BASILIO,10732,0.0559,0.2795,0.0093,0.8759,0.1677,0.0,98.006,0.1864,0.0,0.41,0.0,0.0093
BA_DOM MACEDO COSTA,5243,0.1717,0.9537,0.0381,1.9264,0.1907,0.0381,96.0519,0.534,0.0,0.0954,0.0,0.0
BA_ELISIO MEDRADO,8344,0.1198,0.8988,0.0,0.803,0.1318,0.024,97.7709,0.1918,0.0,0.0479,0.0,0.012
BA_ENCRUZILHADA,17530,0.0799,0.3594,0.0114,1.6714,0.1825,0.0171,97.49,0.097,0.0,0.0913,0.0,0.0
BA_ENTRE RIOS,40198,0.1617,0.6344,0.0323,1.0523,0.3508,0.0398,97.383,0.1517,0.0174,0.1592,0.0025,0.0149
BA_ERICO CARDOSO,9366,0.1281,0.4591,0.0214,0.395,0.1708,0.0641,98.3344,0.1068,0.0,0.299,0.0107,0.0107
BA_ESPLANADA,28634,0.1257,0.5518,0.0664,0.936,0.4086,0.021,97.6601,0.1292,0.014,0.0559,0.021,0.0105
BA_EUCLIDES DA CUNHA,64088,0.1514,0.4275,0.0234,1.0111,0.2653,0.0374,97.6376,0.2465,0.0062,0.1763,0.0047,0.0125
BA_EUNAPOLIS,110432,0.1304,0.7163,0.0154,1.6182,0.5596,0.0389,96.6205,0.1195,0.0091,0.1431,0.0163,0.0127
BA_FATIMA,14258,0.1753,0.3577,0.014,0.7996,0.2735,0.014,98.2045,0.1262,0.0,0.0351,0.0,0.0
BA_FEIRA DA MATA,4664,0.0643,0.4288,0.0,0.8576,0.0643,0.0214,98.3705,0.1072,0.0,0.0858,0.0,0.0
BA_FEIRA DE SANTANA,578057,0.1585,0.6525,0.0467,1.2545,0.2273,0.0208,97.4144,0.1202,0.0028,0.0841,0.0118,0.0064
BA_FILADELFIA,14059,0.1636,0.2774,0.0,1.6004,0.128,0.0213,97.6527,0.0782,0.0071,0.0569,0.0071,0.0071
BA_FIRMINO ALVES,5232,0.1911,0.5734,0.0,0.8983,0.2485,0.0191,97.9931,0.0382,0.0,0.0382,0.0,0.0
BA_FLORESTA AZUL,11107,0.135,0.4051,0.027,1.5576,0.2341,0.045,97.299,0.1621,0.009,0.117,0.0,0.009
BA_FORMOSA DO RIO PRETO,21659,0.1247,0.4848,0.0,0.928,0.2955,0.0,98.0332,0.0831,0.0,0.0369,0.0092,0.0046
BA_GANDU,34395,0.1715,0.7443,0.032,1.3723,0.3285,0.0262,96.9036,0.25,0.0087,0.1366,0.0174,0.0087
BA_GAVIAO,4610,0.0217,0.282,0.0,1.5835,0.0434,0.0434,97.7657,0.1518,0.0,0.0868,0.0217,0.0
BA_GENTIO DO OURO,9312,0.043,0.2899,0.0,0.7302,0.0752,0.0107,98.8187,0.0215,0.0,0.0107,0.0,0.0
BA_GLORIA,12389,2.5426,0.5327,0.0161,1.2673,0.3713,0.0323,94.8826,0.226,0.0081,0.0888,0.0081,0.0242
BA_GONGOGI,6430,0.4666,0.7154,0.0156,1.1975,0.2644,0.0156,96.8896,0.14,0.0156,0.2488,0.0,0.0311
BA_GOVERNADOR MANGABEIRA,20584,0.1263,0.923,0.0097,1.5789,0.1798,0.0194,96.7305,0.2623,0.0,0.1555,0.0,0.0146
BA_GUAJERU,7290,0.0823,0.5624,0.0,2.2085,0.2058,0.0,96.749,0.1372,0.0,0.0549,0.0,0.0
BA_GUANAMBI,83766,0.0943,0.4787,0.0084,1.1974,0.185,0.0239,97.7043,0.1277,0.0012,0.1719,0.0048,0.0024
BA_GUARATINGA,23346,0.1542,0.3555,0.0171,1.7862,0.227,0.0171,97.1601,0.1499,0.0171,0.1114,0.0,0.0043
BA_HELIOPOLIS,10625,0.4424,0.4894,0.0188,2.1459,0.2071,0.0094,96.4612,0.1694,0.0094,0.0188,0.0188,0.0094
BA_IACU,23451,0.1279,0.6396,0.0171,1.1769,0.1834,0.0085,97.5992,0.1663,0.0171,0.0512,0.0043,0.0085
BA_IBIASSUCE,11783,0.0679,0.331,0.017,1.4258,0.1273,0.0085,97.6661,0.2886,0.0,0.0679,0.0,0.0
BA_IBICARAI,29628,0.27,0.6244,0.0304,1.1476,0.2734,0.0439,97.2864,0.1924,0.0034,0.1114,0.0101,0.0068
BA_IBICOARA,14075,0.405,0.5897,0.0284,0.5115,0.2558,0.0213,97.8472,0.2274,0.0,0.1137,0.0,0.0
BA_IBICUI,14244,0.0772,0.6529,0.007,1.1584,0.1053,0.0211,97.7113,0.1825,0.0,0.0702,0.007,0.007
BA_IBIPEBA,13707,0.197,0.1678,0.0146,0.7223,0.0875,0.0438,98.446,0.073,0.0438,0.2043,0.0,0.0
BA_IBIPITANGA,15678,0.0446,1.1098,0.0574,0.4274,0.1914,0.0255,97.691,0.2679,0.0,0.1467,0.0255,0.0128
BA_IBIQUERA,4751,0.2105,0.6735,0.0,1.8101,0.1473,0.0,96.1903,0.1473,0.0,0.8209,0.0,0.0
BA_IBIRAPITANGA,20418,0.3722,0.6024,0.0049,1.386,0.3428,0.0833,96.7871,0.2792,0.0196,0.1224,0.0,0.0
BA_IBIRAPUA,8746,0.2744,0.6403,0.0229,1.4178,0.2973,0.1372,96.97,0.1372,0.0,0.08,0.0,0.0229
BA_IBIRATAIA,22112,0.1266,0.6829,0.0045,1.1351,0.4522,0.0633,97.1644,0.2623,0.009,0.0724,0.0181,0.009
BA_IBITIARA,16320,0.0735,0.8272,0.0061,0.7414,0.1532,0.0245,97.739,0.2022,0.0,0.2206,0.0,0.0123
BA_IBITITA,15334,0.0978,0.3391,0.0065,0.7174,0.0457,0.0261,98.2653,0.1435,0.0,0.3587,0.0,0.0
BA_IBOTIRAMA,38659,0.1656,0.5044,0.0207,0.5096,0.1759,0.0414,98.3859,0.1397,0.0,0.0569,0.0,0.0
BA_ICHU,6774,0.4429,0.4133,0.059,1.2253,0.1624,0.0443,97.3871,0.1771,0.0148,0.0295,0.0295,0.0148
BA_IGAPORA,13881,0.072,0.8069,0.0,1.0374,0.1657,0.036,97.5362,0.1153,0.0144,0.2089,0.0,0.0072
BA_IGRAPIUNA,9949,0.1005,0.7136,0.0101,1.8092,0.2412,0.0503,96.864,0.1106,0.0101,0.0704,0.0101,0.0101
BA_IGUAI,24214,0.1404,0.5699,0.0165,1.3009,0.1611,0.0124,97.5717,0.1074,0.0,0.1156,0.0,0.0041
BA_ILHEUS,189064,0.3835,0.8241,0.0471,1.3387,0.5242,0.0307,96.5451,0.137,0.0042,0.1402,0.0175,0.0079
BA_INHAMBUPE,33801,0.1272,0.7455,0.0621,1.4881,0.2544,0.0533,96.9409,0.1982,0.0089,0.1006,0.0089,0.0118
BA_IPECAETA,17869,0.2686,0.2854,0.0056,1.746,0.1175,0.0112,97.2522,0.235,0.0,0.0728,0.0056,0.0
BA_IPIAU,53906,0.1855,0.679,0.0334,1.1798,0.3005,0.0148,97.3083,0.1855,0.0037,0.0946,0.0037,0.0111
BA_IPIRA,67147,0.0745,0.7014,0.0432,1.6576,0.1147,0.0119,97.1793,0.143,0.0,0.067,0.0,0.0074
BA_IPUPIARA,8842,0.0905,0.2714,0.0,0.1923,0.0565,0.0226,98.869,0.3393,0.0452,0.1018,0.0,0.0113
BA_IRAJUBA,6579,0.076,0.532,0.0304,1.6568,0.2128,0.0,97.2336,0.1824,0.0,0.076,0.0,0.0
BA_IRAMAIA,10251,0.1853,0.4878,0.0,1.1121,0.2244,0.0098,97.7758,0.1268,0.0,0.0683,0.0098,0.0
BA_IRAQUARA,20439,1.4776,0.7241,0.0196,0.6605,0.2006,0.0391,96.4235,0.2251,0.0,0.2202,0.0049,0.0049
BA_IRARA,31880,0.1443,1.1136,0.0157,0.7905,0.2635,0.0376,97.2836,0.2572,0.0031,0.0659,0.0,0.0251
BA_IRECE,74737,0.1967,0.4242,0.0201,1.3822,0.2716,0.083,97.0858,0.2261,0.0107,0.281,0.0067,0.012
BA_ITABELA,31383,0.1529,0.6628,0.0191,1.7812,0.3282,0.0191,96.753,0.1115,0.0032,0.1466,0.0032,0.0191
BA_ITABERABA,64837,0.1604,0.9069,0.0139,0.9146,0.2067,0.0262,97.5647,0.1311,0.0093,0.0602,0.0,0.0062
BA_ITABUNA,249220,0.2167,0.7335,0.0229,1.2599,0.3748,0.0269,97.0853,0.1268,0.0076,0.13,0.0072,0.0084
BA_ITACARE,15874,0.3591,0.7245,0.063,1.6883,1.0142,0.0441,95.6911,0.2079,0.0378,0.0882,0.0567,0.0252
BA_ITAETE,14454,0.1937,1.1208,0.0069,1.5913,0.3113,0.0208,96.347,0.1591,0.0,0.2214,0.0069,0.0208
BA_ITAGI,13983,0.1788,0.5507,0.0,1.0298,0.2575,0.0358,97.6471,0.2432,0.0,0.0572,0.0,0.0
