uf_mun_x,total,AFR,ASI,EST,FRC,GER,GRE,IBR,ITA,JEW,MUS,NOR,RUS
MT_SANTA CRUZ DO XINGU,1627,0.4302,1.5366,0.0,2.52,5.9004,0.0,89.244,0.1229,0.0,0.0,0.2459,0.0
MT_SANTA RITA DO TRIVELATO,2005,0.6484,0.8479,0.0998,3.4913,10.2743,0.0998,84.3392,0.1995,0.0,0.0,0.0,0.0
MT_SANTA TEREZINHA,7503,0.2799,2.1058,0.0133,0.9463,0.853,0.1599,86.5787,0.0666,0.0,8.9831,0.0133,0.0
MT_SANTO AFONSO,2189,0.2284,0.3655,0.0,1.3705,0.9137,0.0457,96.9392,0.0,0.0,0.0914,0.0457,0.0
MT_SANTO ANTONIO DO LESTE,2870,0.662,1.2544,0.0348,1.9512,3.2753,0.0348,92.2648,0.0348,0.0697,0.2787,0.0697,0.0697
MT_SANTO ANTONIO DO LEVERGER,13168,0.3417,0.5164,0.0152,1.1999,0.7214,0.0304,96.9623,0.0608,0.0,0.1215,0.0304,0.0
MT_SAO FELIX DO ARAGUAIA,12575,0.1193,0.8429,0.0159,1.2008,0.9145,0.0159,88.7475,0.0318,0.0159,8.0716,0.0239,0.0
MT_SAO JOSE DO POVO,2222,0.09,0.45,0.0,1.4401,0.6751,0.0,96.8947,0.18,0.045,0.225,0.0,0.0
MT_SAO JOSE DO RIO CLARO,18286,0.432,1.1703,0.093,1.9031,2.4992,0.0656,93.3939,0.1039,0.0109,0.2352,0.082,0.0109
MT_SAO JOSE DO XINGU,4921,0.4267,0.5487,0.0,4.1455,1.9508,0.0813,92.7251,0.061,0.0,0.0203,0.0406,0.0
MT_SAO JOSE DOS QUATRO MARCOS,21670,0.3784,1.7628,0.0877,3.1287,0.9137,0.1384,93.3041,0.1292,0.0046,0.12,0.0046,0.0277
MT_SAO PEDRO DA CIPA,3866,0.2587,0.4397,0.0259,0.9829,0.5173,0.0,97.4392,0.0,0.0,0.3363,0.0,0.0
MT_SAPEZAL,18947,0.3695,1.3934,0.0844,2.2748,4.8451,0.1531,90.5051,0.0633,0.0,0.1742,0.1161,0.0211
MT_SERRA NOVA DOURADA,868,0.4608,0.9217,0.0,1.1521,1.6129,0.1152,95.6221,0.0,0.0,0.1152,0.0,0.0
MT_SINOP,127338,0.4296,1.8384,0.2183,3.1829,6.1506,0.1178,87.4067,0.183,0.0212,0.234,0.1908,0.0267
MT_SORRISO,70545,0.3629,1.9307,0.3289,3.8585,6.7149,0.0723,86.05,0.2665,0.0128,0.2098,0.1517,0.0411
MT_TABAPORA,8142,0.3685,1.3756,0.1842,2.3213,4.4584,0.0491,90.8008,0.1842,0.0,0.1351,0.1228,0.0
MT_TANGARA DA SERRA,95710,0.3511,1.3207,0.0805,2.565,2.4606,0.1296,92.6549,0.1222,0.0146,0.2017,0.0512,0.0481
MT_TAPURAH,12721,0.3616,1.4071,0.3223,3.5689,7.1928,0.1808,86.4948,0.1572,0.0,0.228,0.0472,0.0393
MT_TERRA NOVA DO NORTE,13236,0.3173,2.0097,0.4533,4.3518,6.8374,0.1587,84.867,0.2191,0.1058,0.2644,0.3551,0.0604
MT_TESOURO,2911,0.1374,0.6183,0.0,1.271,0.6527,0.0,96.9426,0.3435,0.0,0.0344,0.0,0.0
MT_TORIXOREU,5526,0.38,1.3753,0.0,0.76,0.3981,0.0,97.0684,0.0,0.0,0.0,0.0181,0.0
MT_UNIAO DO SUL,3495,0.7725,1.3734,0.2289,2.1173,5.2933,0.0286,89.4421,0.2289,0.0572,0.0572,0.372,0.0286
MT_VALE DE SAO DOMINGOS,2495,0.0401,0.5611,0.0,0.8417,0.3206,0.0,98.1162,0.1202,0.0,0.0,0.0,0.0
MT_VARZEA GRANDE,238520,0.3262,0.9542,0.0646,1.5588,1.4577,0.0356,95.2495,0.1404,0.008,0.1518,0.0356,0.0176
MT_VERA,10022,0.2395,1.2073,0.1896,3.7019,7.6831,0.0898,85.7314,0.3293,0.1896,0.4989,0.1297,0.01
MT_VILA BELA DA SANTISSIMA TRINDADE,4710,0.4671,2.6539,0.0637,2.8875,0.8493,0.0849,92.5265,0.1486,0.0,0.2972,0.0212,0.0
MT_VILA RICA,18887,0.1959,1.1119,0.1324,1.959,4.1881,0.0688,91.8409,0.2171,0.0,0.1006,0.18,0.0053
PA_ABAETETUBA,144350,0.0741,0.3547,0.0035,2.0478,0.1379,0.0118,97.2733,0.0055,0.079,0.0111,0.0007,0.0007
PA_ABEL FIGUEIREDO,6297,0.1906,0.3017,0.0,0.9528,0.0635,0.0,98.3167,0.1588,0.0,0.0159,0.0,0.0
PA_ACARA,47774,0.0984,1.1513,0.0042,1.5385,0.0816,0.0021,97.034,0.0544,0.0021,0.0293,0.0042,0.0
PA_AFUA,20002,0.22,0.265,0.0,1.0799,0.06,0.045,98.1152,0.025,0.12,0.06,0.0,0.01
PA_AGUA AZUL DO NORTE,7475,0.2809,0.2542,0.0,0.9632,0.6288,0.0134,97.7926,0.0134,0.0,0.0535,0.0,0.0
PA_ALENQUER,66024,0.1863,0.2499,0.0,0.3908,0.1,0.0106,99.0307,0.0045,0.0,0.0242,0.003,0.0
PA_ALMEIRIM,35179,0.2814,0.6652,0.0142,1.0205,0.1734,0.0227,97.7174,0.0085,0.0028,0.0398,0.0171,0.037
PA_ALTAMIRA,110804,0.2771,0.9657,0.0388,1.213,1.0487,0.0406,96.2113,0.037,0.0226,0.1128,0.0271,0.0054
PA_ANAJAS,18150,0.0771,0.3912,0.0,1.1791,0.0441,0.0055,98.0716,0.2259,0.0,0.0,0.0055,0.0
PA_ANANINDEUA,476851,0.2011,0.7807,0.0161,1.1251,0.316,0.0187,97.421,0.0239,0.0164,0.0673,0.012,0.0017
PA_ANAPU,14876,0.5042,0.242,0.0067,0.4168,0.2756,0.0134,98.4808,0.0269,0.0,0.0134,0.0202,0.0
PA_AUGUSTO CORREA,32816,0.0274,0.1158,0.003,0.7984,0.1706,0.0,98.8786,0.0,0.003,0.003,0.0,0.0
PA_AURORA DO PARA,16396,0.1037,0.2318,0.0,0.494,0.1342,0.0061,99.012,0.0122,0.0,0.0061,0.0,0.0
PA_AVEIRO,12971,0.3007,0.3932,0.0,0.5397,0.532,0.0,97.903,0.0231,0.1156,0.185,0.0077,0.0
PA_BAGRE,11590,0.1035,0.1294,0.0,1.7947,0.0518,0.0259,97.3253,0.1984,0.3538,0.0086,0.0,0.0086
PA_BAIAO,21916,0.0411,0.1643,0.0,1.8617,0.1049,0.0365,97.7505,0.0228,0.0183,0.0,0.0,0.0
PA_BANNACH,2959,0.4055,0.5069,0.0,2.7712,0.4393,0.0,95.8094,0.0,0.0,0.0338,0.0338,0.0
PA_BARCARENA,86639,0.262,0.7295,0.0058,0.958,0.2355,0.0254,97.7043,0.0231,0.0058,0.045,0.0046,0.0012
PA_BELEM,1754223,0.2575,0.8768,0.0208,1.3719,0.4161,0.0256,96.8211,0.0253,0.0385,0.1231,0.0198,0.0035
PA_BELTERRA,15780,0.1458,0.3485,0.057,0.3612,0.7731,0.0,98.2256,0.0127,0.0,0.0634,0.0127,0.0
PA_BENEVIDES,52841,0.2214,0.9765,0.0057,0.8119,0.4145,0.0114,97.4679,0.0151,0.0189,0.0549,0.0019,0.0
PA_BOM JESUS DO TOCANTINS,9979,0.2004,0.8618,0.0,0.3507,0.3207,0.0401,98.1361,0.0301,0.0,0.0601,0.0,0.0
PA_BONITO,9455,0.0,0.4654,0.0,0.2433,0.1375,0.0,98.9212,0.0,0.0,0.2327,0.0,0.0
PA_BRAGANCA,116007,0.0517,0.3405,0.0,0.8336,0.1646,0.0,98.5699,0.0078,0.0009,0.0284,0.0026,0.0
PA_BRASIL NOVO,17259,0.4172,1.3558,0.0174,1.3906,1.9236,0.0116,94.8085,0.0521,0.0,0.0232,0.0,0.0
PA_BREJO GRANDE DO ARAGUAIA,5392,0.3153,0.2226,0.0,0.2967,0.0371,0.0,98.9614,0.0371,0.0,0.1298,0.0,0.0
PA_BREU BRANCO,37415,0.1711,0.2566,0.0,0.9542,0.2432,0.0134,98.244,0.0267,0.0,0.0855,0.0053,0.0
PA_BREVES,77664,0.318,0.4854,0.0013,1.7782,0.2009,0.0129,97.0089,0.1828,0.0013,0.0103,0.0,0.0
PA_BUJARU,20719,0.1303,1.0377,0.0,1.2404,0.0917,0.0145,97.4564,0.0145,0.0048,0.0048,0.0,0.0048
PA_CACHOEIRA DO ARARI,13233,0.068,0.393,0.0,0.9295,0.2494,0.0,98.2619,0.0,0.0227,0.0756,0.0,0.0
PA_CACHOEIRA DO PIRIA,14730,0.1561,0.3462,0.0,1.0251,0.1629,0.0543,98.1942,0.0068,0.0,0.0204,0.0339,0.0
PA_CAMETA,128413,0.4049,0.2562,0.0016,2.8058,0.1215,0.0008,96.329,0.0086,0.0561,0.0101,0.0055,0.0
PA_CANAA DOS CARAJAS,30284,0.2807,0.3632,0.0,0.7397,0.2906,0.0132,98.2268,0.0561,0.0033,0.0264,0.0,0.0
PA_CAPANEMA,65096,0.0737,0.7189,0.0,0.4916,0.255,0.0077,98.4269,0.0061,0.0,0.0184,0.0015,0.0
PA_CAPITAO POCO,44363,0.3111,0.7619,0.0023,0.5049,0.0564,0.009,98.2485,0.0766,0.0,0.0225,0.0068,0.0
PA_CASTANHAL,197574,0.2202,1.3888,0.0111,0.7223,0.2313,0.0253,97.3225,0.0268,0.0035,0.0425,0.0046,0.001
PA_CHAVES,6139,0.0326,0.1792,0.0,0.3421,0.2606,0.0,99.1855,0.0,0.0,0.0,0.0,0.0
PA_COLARES,8491,0.0471,1.9432,0.0118,0.5418,0.0353,0.0,97.4208,0.0,0.0,0.0,0.0,0.0
PA_CONCEICAO DO ARAGUAIA,67755,0.248,0.4324,0.0118,0.645,0.2155,0.0295,98.3175,0.0295,0.0,0.059,0.0103,0.0015
PA_CONCORDIA DO PARA,21877,0.032,0.8182,0.0,1.3347,0.1646,0.0046,97.6139,0.0137,0.0,0.0137,0.0046,0.0
PA_CUMARU DO NORTE,3896,0.385,0.4363,0.0,3.5678,0.2053,0.2053,95.1489,0.0257,0.0,0.0257,0.0,0.0
PA_CURIONOPOLIS,21477,0.3399,0.4191,0.0,0.3492,0.1024,0.0233,98.7196,0.0233,0.0,0.0186,0.0047,0.0
PA_CURRALINHO,18778,1.3899,0.3408,0.0,1.539,0.0959,0.0,96.6184,0.0053,0.0107,0.0,0.0,0.0
PA_CURUA,12452,0.1526,0.2409,0.0,0.4497,0.0161,0.0,99.1166,0.0,0.0,0.0241,0.0,0.0
PA_CURUCA,27636,0.0796,0.9553,0.0,1.2882,0.076,0.0036,97.5901,0.0036,0.0,0.0,0.0036,0.0
PA_DOM ELISEU,35861,0.2342,0.3318,0.0195,0.6637,0.4016,0.0195,98.1568,0.0558,0.0,0.1032,0.0028,0.0112
PA_ELDORADO DO CARAJAS,21916,0.3878,0.365,0.0183,0.616,0.1232,0.0137,98.4577,0.0,0.0,0.0137,0.0046,0.0
PA_FARO,6527,0.0153,0.3983,0.0,1.1338,0.0766,0.0,98.3147,0.0153,0.0306,0.0,0.0153,0.0
PA_FLORESTA DO ARAGUAIA,9018,0.5766,0.6321,0.0,0.7319,0.3438,0.0111,97.6935,0.0,0.0111,0.0,0.0,0.0
PA_GARRAFAO DO NORTE,21350,0.2436,0.3888,0.0,0.1686,0.0375,0.0047,99.0351,0.0609,0.0,0.0609,0.0,0.0
PA_GOIANESIA DO PARA,22421,0.2854,0.3256,0.0089,0.7225,0.165,0.0,98.3275,0.0535,0.0,0.0892,0.0223,0.0
PA_GURUPA,20310,0.1674,0.3003,0.0049,1.5608,0.0591,0.0295,97.8237,0.0049,0.0,0.0049,0.0049,0.0394
PA_IGARAPE-ACU,37493,0.064,1.1709,0.0053,0.2907,0.0853,0.0,98.2797,0.0107,0.0027,0.0853,0.0053,0.0
PA_IGARAPE-MIRI,53004,0.0396,0.2302,0.0,1.8885,0.1434,0.0038,97.4794,0.0057,0.183,0.0264,0.0,0.0
PA_INHANGAPI,8284,1.014,0.7122,0.0,1.5572,0.0724,0.0,96.5958,0.0362,0.0,0.0,0.0121,0.0
PA_IPIXUNA DO PARA,16608,0.0662,0.3492,0.0,0.4877,0.0723,0.0301,98.9764,0.006,0.0,0.012,0.0,0.0
PA_IRITUIA,29638,0.0371,0.7119,0.0,0.2834,0.0371,0.0067,98.8866,0.0371,0.0,0.0,0.0,0.0
PA_ITAITUBA,115734,1.2166,0.5711,0.0069,0.7491,0.5037,0.0328,96.733,0.0346,0.0173,0.1296,0.0052,0.0
PA_ITUPIRANGA,37321,0.3108,0.2412,0.008,0.7235,0.1634,0.0054,98.3789,0.0563,0.0027,0.0857,0.0241,0.0
PA_JACAREACANGA,11612,55.5029,2.1443,0.0,0.8267,1.8257,0.0517,39.2267,0.155,0.0517,0.2153,0.0,0.0
PA_JACUNDA,47595,0.3131,0.4244,0.0084,0.8509,0.3383,0.0042,97.9788,0.0441,0.0,0.021,0.0147,0.0021
PA_JURUTI,35418,0.2767,0.288,0.0,0.5223,0.4856,0.0,98.2975,0.0028,0.0226,0.1045,0.0,0.0
PA_LIMOEIRO DO AJURU,23987,0.0208,0.1668,0.0,2.2846,0.0125,0.0042,97.4653,0.0042,0.0375,0.0,0.0042,0.0
PA_MAE DO RIO,36592,0.0492,0.3334,0.0027,0.4209,0.1284,0.0164,99.0244,0.0164,0.0,0.0055,0.0027,0.0
PA_MAGALHAES BARATA,7038,0.0568,0.3268,0.0,0.4831,0.1137,0.0,99.0054,0.0,0.0,0.0,0.0142,0.0
PA_MARABA,258556,0.3241,0.4637,0.0143,0.8764,0.5384,0.0143,97.6148,0.0503,0.0043,0.0576,0.0294,0.0124
PA_MARACANA,25834,0.0387,0.4181,0.12,0.24,0.0658,0.0,99.0903,0.0039,0.0,0.0116,0.0116,0.0
PA_MARAPANIM,23149,0.0648,1.7582,0.0173,0.9547,0.0216,0.0043,97.1532,0.0043,0.0043,0.0,0.0173,0.0
PA_MARITUBA,67960,0.1486,0.5238,0.0191,0.9461,0.2089,0.025,98.0547,0.0059,0.0118,0.053,0.0015,0.0015
PA_MEDICILANDIA,21621,0.3654,0.6336,0.0139,1.1979,2.3172,0.0139,95.2962,0.0925,0.0139,0.0093,0.0463,0.0
PA_MELGACO,12360,0.2751,0.4612,0.0,1.3026,0.2346,0.0243,97.4838,0.2104,0.0,0.0081,0.0,0.0
PA_MOCAJUBA,33639,0.0535,0.5975,0.003,2.5774,0.104,0.0059,96.4773,0.003,0.0565,0.1219,0.0,0.0
PA_MOJU,58441,0.2567,0.7717,0.0017,1.4339,0.2601,0.0479,97.05,0.012,0.1095,0.0308,0.0137,0.012
PA_MOJUI DOS CAMPOS,2543,0.1966,0.1966,0.0,0.118,0.1573,0.0393,99.2922,0.0,0.0,0.0,0.0,0.0
PA_MONTE ALEGRE,75589,0.1164,0.6773,0.082,0.4181,0.3982,0.004,98.2153,0.0304,0.0132,0.0437,0.0013,0.0
PA_MUANA,29269,0.1162,0.2665,0.123,0.9771,0.0581,0.0,98.3874,0.0615,0.0102,0.0,0.0,0.0
PA_NOVA ESPERANCA DO PIRIA,14101,0.1064,0.4326,0.0,0.9077,0.0142,0.0,98.3618,0.1418,0.0,0.0355,0.0,0.0
PA_NOVA IPIXUNA,10984,0.4188,0.5007,0.0091,0.7465,0.1184,0.0,98.0608,0.0364,0.0,0.1092,0.0,0.0
PA_NOVA TIMBOTEUA,11304,0.0531,0.575,0.0,0.3804,0.1504,0.0088,98.7615,0.0177,0.0,0.0531,0.0,0.0
PA_NOVO PROGRESSO,27136,0.3869,1.264,0.1474,3.6225,4.4037,0.667,88.9446,0.2248,0.0295,0.1585,0.1179,0.0332
PA_NOVO REPARTIMENTO,46786,0.2394,0.6562,0.0192,0.6113,0.2971,0.0085,98.102,0.0256,0.0,0.0363,0.0021,0.0021
PA_OBIDOS,57218,0.0979,0.374,0.0017,0.4212,0.0664,0.0,98.9444,0.0472,0.007,0.0402,0.0,0.0
PA_OEIRAS DO PARA,21487,0.1908,0.1536,0.0838,1.3962,0.0652,0.0047,98.0034,0.0047,0.0791,0.0093,0.0093,0.0
PA_ORIXIMINA,69880,0.0587,2.4385,0.0029,0.9831,0.2447,0.0,96.1878,0.0086,0.0401,0.0329,0.0014,0.0014
PA_OUREM,19776,0.1214,0.4703,0.0,0.177,0.0708,0.0455,99.019,0.0152,0.0101,0.0607,0.0,0.0101
PA_OURILANDIA DO NORTE,22861,0.2493,0.3368,0.0175,2.1959,0.3281,0.1094,96.6712,0.0525,0.0044,0.0,0.0306,0.0044
PA_PACAJA,26039,0.2151,0.3917,0.0077,0.7258,0.3264,0.0038,98.2603,0.0038,0.0,0.0614,0.0038,0.0
PA_PALESTINA DO PARA,5400,0.4259,0.2037,0.0,0.5,0.1481,0.0,98.7222,0.0,0.0,0.0,0.0,0.0
PA_PARAGOMINAS,107339,0.4518,0.5469,0.0065,0.8357,0.3289,0.0196,97.6495,0.0438,0.0037,0.0326,0.0792,0.0019
PA_PARAUAPEBAS,158952,0.3013,0.3743,0.0151,0.7965,0.3221,0.0164,98.0919,0.0377,0.0031,0.0308,0.0101,0.0006
PA_PAU D'ARCO,4980,0.3614,0.5221,0.0,1.2651,0.3012,0.0201,97.1888,0.1205,0.0,0.2209,0.0,0.0
PA_PEIXE-BOI,6417,0.0623,1.122,0.0156,0.6389,0.1247,0.0,98.0209,0.0156,0.0,0.0,0.0,0.0
PA_PICARRA,6137,0.2118,0.1304,0.0,0.5703,0.1629,0.0326,98.8757,0.0163,0.0,0.0,0.0,0.0
PA_PLACAS,13187,0.1213,0.5612,0.1137,1.5015,2.419,0.0379,95.1771,0.0303,0.0,0.0379,0.0,0.0
PA_PONTA DE PEDRAS,21359,0.0655,0.3324,0.0047,0.8942,0.1311,0.0047,98.558,0.0047,0.0,0.0047,0.0,0.0
PA_PORTEL,38480,0.104,0.4652,0.0078,1.2812,0.2365,0.0156,97.8404,0.0442,0.0,0.0052,0.0,0.0
PA_PORTO DE MOZ,26264,0.1142,0.4379,0.0076,1.1689,0.0914,0.0038,97.9554,0.0,0.0495,0.1599,0.0076,0.0038
PA_PRAINHA,29935,0.0835,0.3374,0.0534,0.9654,0.2505,0.01,98.2429,0.02,0.0,0.0367,0.0,0.0
PA_PRIMAVERA,13443,0.0446,0.3868,0.0298,0.2306,0.1265,0.0074,99.152,0.0149,0.0,0.0074,0.0,0.0
PA_QUATIPURU,8462,0.0355,0.1064,0.0,0.3782,0.1418,0.0,99.3146,0.0,0.0,0.0236,0.0,0.0
PA_REDENCAO,82249,0.2979,0.4037,0.028,2.293,0.4073,0.2152,96.2407,0.0255,0.0024,0.0717,0.0122,0.0024
PA_RIO MARIA,16714,0.4248,0.2932,0.012,0.8017,0.2333,0.0179,98.1453,0.0179,0.0,0.0479,0.006,0.0
PA_RONDON DO PARA,43842,0.2076,0.422,0.0046,0.7869,0.2441,0.0068,98.2802,0.0137,0.0,0.0274,0.0046,0.0023
PA_RUROPOLIS,25250,0.2495,0.6535,0.0238,0.895,2.1861,0.0317,95.8891,0.0356,0.0,0.0277,0.004,0.004
PA_SALINOPOLIS,35618,0.0646,0.4464,0.0168,0.3734,0.16,0.0,98.8236,0.0,0.0028,0.0955,0.0168,0.0
PA_SALVATERRA,15514,0.4383,0.2385,0.0,3.8224,0.116,0.0,95.3139,0.0064,0.0,0.0451,0.0129,0.0064
PA_SANTA BARBARA DO PARA,13809,0.2245,1.1804,0.0072,0.63,0.181,0.0145,97.7334,0.0,0.0,0.0,0.0145,0.0145
PA_SANTA CRUZ DO ARARI,5607,0.1783,0.0357,0.0,0.9274,0.0,0.0,98.7516,0.0,0.0892,0.0178,0.0,0.0
PA_SANTA IZABEL DO PARA,58333,0.276,1.6252,0.0086,0.8211,0.2503,0.0154,96.9331,0.0034,0.0137,0.0377,0.0154,0.0
PA_SANTA LUZIA DO PARA,16783,0.435,0.4528,0.0,0.2443,0.0775,0.006,98.7249,0.006,0.0,0.0417,0.0119,0.0
PA_SANTA MARIA DAS BARREIRAS,5497,0.2547,0.6185,0.0,0.7822,0.2547,0.0182,97.2712,0.0182,0.0,0.6913,0.091,0.0
PA_SANTA MARIA DO PARA,25631,0.0468,0.7881,0.0039,0.2887,0.078,0.0039,98.771,0.0078,0.0,0.0117,0.0,0.0
PA_SANTANA DO ARAGUAIA,28545,0.3538,0.3398,0.028,0.8373,0.1892,0.0245,98.1188,0.0525,0.0035,0.028,0.0245,0.0
PA_SANTAREM,385648,0.3228,0.4802,0.0213,0.7004,0.4846,0.014,97.7487,0.0099,0.0303,0.1779,0.008,0.0018
PA_SANTAREM NOVO,6291,0.0477,0.2225,0.0,0.4133,0.0954,0.0,99.1734,0.0,0.0,0.0159,0.0318,0.0
PA_SANTO ANTONIO DO TAUA,23903,0.0837,1.3429,0.0,0.6861,0.0669,0.0084,97.0506,0.0042,0.0,0.7489,0.0,0.0084
PA_SAO CAETANO DE ODIVELAS,14212,0.0704,0.8162,0.007,0.6755,0.1126,0.0211,98.2761,0.0141,0.0,0.0,0.007,0.0
PA_SAO DOMINGOS DO ARAGUAIA,19179,0.2346,0.3702,0.0052,0.4693,0.1512,0.0209,98.7017,0.0313,0.0,0.0104,0.0052,0.0
PA_SAO DOMINGOS DO CAPIM,27722,0.0649,0.3607,0.0,0.79,0.3066,0.0144,98.384,0.0758,0.0,0.0036,0.0,0.0
PA_SAO FELIX DO XINGU,38895,0.306,0.2802,0.036,1.8126,0.306,0.2005,96.9996,0.0154,0.0,0.0411,0.0026,0.0
PA_SAO FRANCISCO DO PARA,14025,0.057,0.7273,0.0143,0.4421,0.107,0.0,98.6025,0.0143,0.0,0.0285,0.0071,0.0
PA_SAO GERALDO DO ARAGUAIA,25247,0.3486,0.2733,0.0,0.404,0.0673,0.0317,98.8236,0.0198,0.0,0.0198,0.0119,0.0
PA_SAO JOAO DA PONTA,2905,0.0,0.3098,0.0,0.4131,0.0344,0.0,99.2427,0.0,0.0,0.0,0.0,0.0
PA_SAO JOAO DE PIRABAS,16223,0.0247,0.4007,0.0,0.3514,0.074,0.0,99.1432,0.0,0.0,0.0062,0.0,0.0
PA_SAO JOAO DO ARAGUAIA,10984,0.1639,0.3733,0.0,0.3915,0.0819,0.0091,98.9166,0.0091,0.0,0.0364,0.0182,0.0
PA_SAO MIGUEL DO GUAMA,45931,0.0588,0.4224,0.0,0.3767,0.0718,0.0392,99.0137,0.0131,0.0,0.0022,0.0022,0.0
PA_SAO SEBASTIAO DA BOA VISTA,19974,0.0801,0.0401,0.0851,1.8574,0.01,0.025,97.8372,0.005,0.0451,0.01,0.0,0.005
PA_SAPUCAIA,4583,0.2182,0.2618,0.0,0.3709,0.1964,0.1746,98.7345,0.0,0.0,0.0436,0.0,0.0
PA_SENADOR JOSE PORFIRIO,8289,0.1086,0.3016,0.0,0.567,0.6515,0.0,98.2024,0.0121,0.0603,0.0965,0.0,0.0
PA_SOURE,22689,0.2733,0.3261,0.0044,2.477,0.119,0.0,96.7077,0.0,0.0,0.0881,0.0044,0.0
PA_TAILANDIA,55454,0.1425,0.4707,0.0162,0.8349,0.3372,0.0036,98.1282,0.0307,0.009,0.0198,0.0072,0.0
PA_TERRA ALTA,8689,0.0575,1.2775,0.0,1.1279,0.0691,0.0115,97.353,0.1036,0.0,0.0,0.0,0.0
PA_TERRA SANTA,12964,0.0617,0.0771,0.0,0.7714,0.1234,0.0154,98.9355,0.0077,0.0077,0.0,0.0,0.0
PA_TOME-ACU,49609,0.254,2.3504,0.002,1.3163,0.2741,0.0383,95.6661,0.0605,0.004,0.0302,0.004,0.0
PA_TRACUATEUA,25354,0.0158,0.2366,0.0,0.1223,0.0907,0.0039,99.503,0.0,0.0,0.0039,0.0197,0.0039
PA_TRAIRAO,12382,0.5573,0.9611,0.0969,1.2114,1.1307,0.0808,95.8004,0.1131,0.0,0.0323,0.0162,0.0
PA_TUCUMA,35054,0.3195,0.5135,0.0399,1.4463,1.2809,0.1626,96.1402,0.0371,0.0,0.0342,0.0257,0.0
PA_TUCURUI,106327,0.2718,0.7261,0.0019,1.692,0.268,0.0179,96.8973,0.0207,0.031,0.0602,0.0085,0.0047
PA_ULIANOPOLIS,17361,0.1728,0.3917,0.0,0.599,0.2938,0.0,98.3526,0.0461,0.0,0.1382,0.0058,0.0
PA_URUARA,40618,0.2167,0.6918,0.0246,0.8789,1.1571,0.0665,96.7773,0.1157,0.0,0.0615,0.0098,0.0
PA_VIGIA,40942,0.0684,0.8085,0.0,0.4201,0.1001,0.0,98.5321,0.0073,0.0,0.0537,0.0098,0.0
PA_VISEU,43411,0.0161,0.3248,0.0207,1.4559,0.4123,0.0115,97.701,0.0069,0.0,0.0438,0.0069,0.0
PA_VITORIA DO XINGU,8952,0.1117,0.3798,0.0112,0.5697,0.6144,0.0,98.2574,0.0112,0.0,0.0335,0.0,0.0112
PA_XINGUARA,44213,0.4094,0.4682,0.0249,0.8414,0.3415,0.0068,97.8468,0.0339,0.0023,0.0226,0.0023,0.0
PB_AGUA BRANCA,9026,0.0886,1.1965,0.0443,0.3545,0.0222,0.0111,98.0944,0.0222,0.0,0.1662,0.0,0.0
PB_AGUIAR,6190,0.0646,0.0969,0.0323,0.2262,0.1131,0.0,99.2569,0.1616,0.0,0.0323,0.0,0.0162
PB_ALAGOA GRANDE,30184,0.1292,0.3578,0.0,0.3379,0.0629,0.0,99.0558,0.0364,0.0,0.0199,0.0,0.0
PB_ALAGOA NOVA,23228,0.0732,0.3014,0.0,0.6845,0.0086,0.0,98.9022,0.0258,0.0,0.0,0.0,0.0043
PB_ALAGOINHA,13371,0.1122,0.172,0.0,0.1346,0.0449,0.0,99.5363,0.0,0.0,0.0,0.0,0.0
PB_ALCANTIL,4634,0.1079,0.82,0.0,1.0574,0.0,0.0,97.9715,0.0216,0.0,0.0,0.0216,0.0
PB_ALGODAO DE JANDAIRA,2573,0.0,0.2332,0.0,1.2437,0.1166,0.0,98.0567,0.3498,0.0,0.0,0.0,0.0
PB_ALHANDRA,19027,0.1787,0.3626,0.0053,0.2838,0.0946,0.0,98.9646,0.1051,0.0,0.0,0.0053,0.0
PB_AMPARO,2304,0.0434,0.7812,0.0,0.3038,0.0868,0.0,98.6545,0.1302,0.0,0.0,0.0,0.0
PB_APARECIDA,6909,1.4763,0.0868,0.0145,0.1592,0.0724,0.0,98.1908,0.0,0.0,0.0,0.0,0.0
PB_ARACAGI,16648,0.2883,0.2403,0.0,1.1353,0.0901,0.0,98.204,0.012,0.006,0.024,0.0,0.0
PB_ARARA,12780,0.3991,0.1408,0.0,0.2034,0.0861,0.0,99.1158,0.0548,0.0,0.0,0.0,0.0
PB_ARARUNA,17688,0.0678,0.1583,0.0,0.3675,0.0226,0.0,99.3838,0.0,0.0,0.0,0.0,0.0
PB_AREIA,31066,0.1738,0.6084,0.0,0.3863,0.0708,0.0,98.7189,0.0225,0.0,0.0161,0.0032,0.0
PB_AREIA DE BARAUNAS,1700,0.4706,0.0,0.0,1.0,0.0,0.0,98.4706,0.0588,0.0,0.0,0.0,0.0
PB_AREIAL,7232,0.2765,1.203,0.0,0.8158,0.1106,0.0,97.5664,0.0138,0.0,0.0138,0.0,0.0
PB_AROEIRAS,21682,0.0323,0.3459,0.0184,0.3736,0.0323,0.0,99.1698,0.0277,0.0,0.0,0.0,0.0
PB_ASSUNCAO,3002,0.1666,0.0999,0.0,0.966,0.0333,0.0,98.7342,0.0,0.0,0.0,0.0,0.0
PB_BAIA DA TRAICAO,7531,0.6506,0.2125,0.0,0.3187,0.0266,0.0,98.6854,0.0797,0.0,0.0266,0.0,0.0
PB_BANANEIRAS,22864,0.1356,0.258,0.0044,0.328,0.0525,0.0131,99.1909,0.0087,0.0,0.0087,0.0,0.0
